product_id,fraud_label,listed_price,original_price,seller_rating,rating_count,item_rating,item_rating_count,review1_rating,review2_rating,price_deviation,price_ratio,abnormal_discount,review_rating_diff,seller_item_rating_gap,listed_price_scaled,original_price_scaled,price_deviation_scaled,price_ratio_scaled,seller_rating_scaled,rating_count_scaled,item_rating_scaled,item_rating_count_scaled,review1_rating_scaled,review2_rating_scaled,review_rating_diff_scaled,seller_item_rating_gap_scaled
20000,1,85.83,102.04,3.1,199,3.7,37,5,1,15.885927087416707,0.8411407291258329,0,4,0.6000000000000001,0.033238362760834674,0.03905293127888813,0.957929612823156,0.04207038717684399,0.0034274746366876885,2.972240988289665e-07,0.675,0.0001072753549771295,1.0,0.0,1.0,0.0008265601322496214
20001,1,16.8,20.13,3.2,114,3.8,37,5,5,16.542473919523093,0.8345752608047691,0,0,0.5999999999999996,0.0055377207062600325,0.006160123041831813,0.9582723747977803,0.041727625202219704,0.0035645736221551964,1.7026908174121696e-07,0.7,0.0001072753549771295,1.0,1.0,0.0,0.0008265601322496207
20002,1,43.61,79.45,3.0,146,3.5,49,1,1,45.11013215859031,0.5488986784140969,0,0,0.5,0.016296147672552167,0.029981407190558224,0.9731866299119193,0.02681337008808073,0.003290375651220181,2.1806391170366384e-07,0.625,0.00014303380663617266,0.0,0.0,0.0,0.0006888001102080177
20003,1,85.43,127.94,3.1,215,3.9,59,1,5,33.22651242770048,0.6677348757229952,0,4,0.7999999999999998,0.033077849117174964,0.0494536605346537,0.9669825744425238,0.03301742555747623,0.0034274746366876885,3.211215138101899e-07,0.725,0.00017283251635204195,0.0,1.0,1.0,0.001102080176332828
20004,1,43.6,57.79,3.1,192,4.2,7,5,5,24.554421180134966,0.7544557881986503,0,0,1.1,0.016292134831460674,0.021283345581296357,0.9624551546534419,0.03754484534655821,0.0034274746366876885,2.867689797746812e-07,0.8,1.7879225829521583e-05,1.0,1.0,0.0,0.001515360242457639
20005,1,50.23,73.72,3.1,26,4.1,68,1,5,31.863809007053717,0.6813619099294628,0,4,0.9999999999999996,0.018952648475120383,0.02768039643242939,0.966271150835788,0.03372884916421213,0.0034274746366876885,3.883329934448808e-08,0.7749999999999999,0.00019965135509632432,0.0,1.0,1.0,0.0013776002204160347
20006,1,26.47,36.97,2.7,23,3.9,12,1,5,28.401406545847983,0.7159859345415202,0,4,1.1999999999999997,0.009418138041733547,0.012922604920870127,0.9644635419242662,0.03553645807573386,0.0028790786948176585,3.435253403550869e-08,0.725,3.277858068745623e-05,0.0,1.0,1.0,0.001653120264499242
20007,1,127.35,147.2,3.3,89,4.1,15,5,5,13.485054347826084,0.8651494565217391,0,0,0.7999999999999998,0.04989967897271268,0.05718794800438517,0.956676194421298,0.04332380557870196,0.0037016726076227035,1.3292937083305535e-07,0.7749999999999999,4.1718193602217024e-05,1.0,1.0,0.0,0.001102080176332828
20008,1,39.84,49.57,3.2,75,4.1,26,5,1,19.628807746620932,0.8037119225337906,0,4,0.8999999999999995,0.014783306581059391,0.017982419153404733,0.959883650376602,0.04011634962339799,0.0035645736221551964,1.1201913272448485e-07,0.7749999999999999,7.449677428967326e-05,1.0,0.0,1.0,0.0012398401983744311
20009,1,98.27,116.77,3.3,241,4.0,31,5,1,15.843110387942108,0.841568896120579,0,4,0.7000000000000002,0.038230337078651686,0.04496809506025596,0.9579072596021196,0.04209274039788037,0.0037016726076227035,3.59954813154678e-07,0.75,8.939612914760791e-05,1.0,0.0,1.0,0.0009643201542912249
20010,1,21.78,30.96,2.7,22,4.1,49,5,5,29.651162790697672,0.7034883720930233,0,0,1.3999999999999995,0.007536115569823435,0.010509153846462749,0.9651159994449421,0.03488400055505801,0.0028790786948176585,3.285894559918222e-08,0.7749999999999999,0.00014303380663617266,1.0,1.0,0.0,0.0019286403085824488
20011,1,81.34,133.93,3.4,40,4.0,27,5,5,39.26678115433436,0.6073321884566565,0,0,0.6000000000000001,0.031436597110754416,0.051859080157898335,0.9701360043804309,0.029863995619569133,0.003838771593090211,5.974353745305858e-08,0.75,7.747664526126018e-05,1.0,1.0,0.0,0.0008265601322496214
20012,1,81.24,120.96,3.2,208,4.0,45,1,1,32.83730158730159,0.6716269841269841,0,0,0.7999999999999998,0.03139646869983948,0.04665068407885278,0.9667793799868103,0.03322062001318976,0.0035645736221551964,3.1066639475590465e-07,0.75,0.00013111432274982493,0.0,0.0,0.0,0.001102080176332828
20013,1,49.87,72.93,3.3,253,4.0,25,5,1,31.61936103112575,0.6838063896887425,0,4,0.7000000000000002,0.018808186195826644,0.027363154111500636,0.9661435324134231,0.033856467586576865,0.0037016726076227035,3.7787787439059554e-07,0.75,7.151690331808633e-05,1.0,0.0,1.0,0.0009643201542912249
20014,1,88.22,143.26,3.2,83,3.7,50,5,5,38.41965656847689,0.6158034343152311,0,0,0.5,0.03419743178170145,0.05560575212532276,0.969693747893,0.030306252107000078,0.0035645736221551964,1.2396784021509657e-07,0.675,0.00014601367760775958,1.0,1.0,0.0,0.0006888001102080177
20015,1,58.23,79.41,2.7,27,3.7,60,5,1,26.671703815640345,0.7332829618435965,0,4,1.0,0.022162921348314605,0.029965344288232713,0.9635605197873427,0.03643948021265724,0.0028790786948176585,4.0326887780814547e-08,0.675,0.0001758123873236289,1.0,0.0,1.0,0.0013776002204160353
20016,1,24.68,33.26,3.4,92,4.0,18,5,1,25.796752856283824,0.7420324714371618,0,4,0.6000000000000001,0.00869983948635634,0.011432770730179382,0.9631037360457073,0.03689626395429269,0.003838771593090211,1.3741013614203475e-07,0.75,5.0657806516977816e-05,1.0,0.0,1.0,0.0008265601322496214
20017,1,74.07,123.63,2.7,242,3.4,65,5,5,40.087357437515166,0.5991264256248483,0,0,0.6999999999999997,0.02851926163723916,0.04772288280908035,0.9705644008533079,0.02943559914669218,0.0028790786948176585,3.6144840159100445e-07,0.6,0.00019071174218156353,1.0,1.0,0.0,0.0009643201542912244
20018,1,36.24,50.58,2.8,32,3.9,58,1,5,28.351126927639374,0.7164887307236062,0,4,1.1,0.013338683788121992,0.018388007437123776,0.9644372925535012,0.03556270744649884,0.0030161776802851655,4.779482996244687e-08,0.725,0.00016985264538045504,0.0,1.0,1.0,0.001515360242457639
20019,1,53.07,76.28,3.1,250,4.0,11,1,5,30.42737283691662,0.6957262716308338,0,4,0.8999999999999999,0.020092295345104334,0.02870842218126182,0.9655212337331216,0.034478766266878395,0.0034274746366876885,3.7339710908161617e-07,0.75,2.9798709715869304e-05,0.0,1.0,1.0,0.0012398401983744318
